receptor,taxa,gene,orientation,chromosome,start,end
cysltr1,Latimeria_chalumnae,CHM,+,15,38446160,38563503
cysltr1,Latimeria_chalumnae,CYSLTR1,-,15,38595175,38599675
cysltr1,Latimeria_chalumnae,CXCR4,+,15,38810877,38825233
cysltr1,Latimeria_chalumnae,LPAR4,+,15,38918614,38937284
cysltr1,Latimeria_chalumnae,P2RY10,+,15,39044755,39075642
cysltr1,Latimeria_chalumnae,RERE,+,15,39075666,39077376
cysltr1,Latimeria_chalumnae,GPR174,+,15,39215130,39216101
cysltr1,Alosa_alosa,POLR1D,+,21,10904339,10927826
cysltr1,Alosa_alosa,EDNRB,-,21,10931771,10948438
cysltr1,Alosa_alosa,HARBI1,+,21,10984452,10986208
cysltr1,Alosa_alosa,RRAGA,-,21,11022881,11040476
cysltr1,Alosa_alosa,FNDC3A,-,21,11044904,11071915
cysltr1,Alosa_alosa,CYSLTR1,-,21,11085336,11159010
cysltr1,Alosa_alosa,7TM,+,21,11195265,11196883
cysltr1,Alosa_alosa,LPAR4,+,21,11220568,11226478
cysltr1,Alosa_alosa,MUC4,-,21,11231891,11242367
cysltr1,Alosa_alosa,MCCC2,+,21,11242444,11244449
cysltr1,Alosa_alosa,P2RY10,+,21,11248842,11258464
cysltr1,Scyliorhinus_canicula,IL13RA2,+,17,81056258,81079229
cysltr1,Scyliorhinus_canicula,HTR2A,-,17,81196744,81541254
cysltr1,Scyliorhinus_canicula,SUCLA2,-,17,82067739,82243519
cysltr1,Scyliorhinus_canicula,TAF9,-,17,82255019,82270032
cysltr1,Scyliorhinus_canicula,FNDC3A,-,17,82311511,82467911
cysltr1,Scyliorhinus_canicula,CYSLTR1,-,17,82597951,82637009
cysltr1,Scyliorhinus_canicula,CXCR5,+,17,82975603,83023063
cysltr1,Scyliorhinus_canicula,LPAR4,+,17,83109855,83173198
cysltr1,Scyliorhinus_canicula,P2RY10,+,17,83362549,83418431
cysltr1,Scyliorhinus_canicula,GPR174,+,17,83565651,83590616
cysltr1,Scyliorhinus_canicula,ITM2A,-,17,83757493,83776679
cysltr2,Homo_sapiens,ITM2B,+,13,48233205,48270356
cysltr2,Homo_sapiens,RB1,+,13,48303750,48481889
cysltr2,Homo_sapiens,LPAR6,-,13,48389570,48444668
cysltr2,Homo_sapiens,RCBTB2,-,13,48488962,48535894
cysltr2,Homo_sapiens,HERPES LAMP2,-,13,48504383,48506805
cysltr2,Homo_sapiens,CYSLTR2,+,13,48653928,48711225
cysltr2,Homo_sapiens,FNDC3A,+,13,48975290,49209778
cysltr2,Homo_sapiens,MLNR,+,13,49220337,49222376
cysltr2,Homo_sapiens,CDADC1,+,13,49247924,49293484
cysltr2,Homo_sapiens,CAB39L,-,13,49308649,49444063
cysltr2,Homo_sapiens,SETDB2-PHF11,+,13,49444273,49528975
cysltr2,Ornithorhynchus_anatinus,SETDB2,-,20,8373891,8397280
cysltr2,Ornithorhynchus_anatinus,CAB39L,+,20,8397437,8483001
cysltr2,Ornithorhynchus_anatinus,CDADC1,-,20,8495288,8512040
cysltr2,Ornithorhynchus_anatinus,MLNR,-,20,8516831,8519600
cysltr2,Ornithorhynchus_anatinus,FNDC3A,-,20,8521631,8630811
cysltr2,Ornithorhynchus_anatinus,CYSLTR2,-,20,8768811,8770195
cysltr2,Ornithorhynchus_anatinus,RCBTB2,+,20,8827051,8855374
cysltr2,Ornithorhynchus_anatinus,RB1,-,20,8859457,8954786
cysltr2,Ornithorhynchus_anatinus,LPAR6,+,20,8898716,8900788
cysltr2,Ornithorhynchus_anatinus,MED4,+,20,8956264,9030362
cysltr2,Ornithorhynchus_anatinus,ITM2B,-,20,8961949,8981682
cysltr2,Gallus_gallus,MYOSIN HEAD,-,1,168588856,168596055
cysltr2,Gallus_gallus,ITM2B,+,1,168596136,168622124
cysltr2,Gallus_gallus,RB1,+,1,168632962,168710103
cysltr2,Gallus_gallus,LPAR6,-,1,168677263,168678695
cysltr2,Gallus_gallus,RCBTB2,-,1,168711579,168741131
cysltr2,Gallus_gallus,CYSLTR2,+,1,168786110,168795546
cysltr2,Gallus_gallus,FNDC3A,+,1,168878578,168992871
cysltr2,Gallus_gallus,MLNR,+,1,168993009,168996840
cysltr2,Gallus_gallus,CDADC1,+,1,169008188,169024208
cysltr2,Gallus_gallus,CAB39L,-,1,169025269,169086922
cysltr2,Gallus_gallus,SETDB2,+,1,169087004,169105824
cysltr2,Chelonia_mydas,SETDB2,-,1,56893679,56991742
cysltr2,Chelonia_mydas,CAB39L,+,1,56991809,57101445
cysltr2,Chelonia_mydas,CDADC1,-,1,57107477,57134349
cysltr2,Chelonia_mydas,MLNR,-,1,57171269,57177224
cysltr2,Chelonia_mydas,FNDC3A,-,1,57178923,57381072
cysltr2,Chelonia_mydas,CYSLTR2,-,1,57560400,57570677
cysltr2,Chelonia_mydas,CYSLTR2,-,1,57574078,57587792
cysltr2,Chelonia_mydas,RCBTB2,+,1,57688151,57781873
cysltr2,Chelonia_mydas,RB1,-,1,57770983,57938703
cysltr2,Chelonia_mydas,LPAR6,+,1,57839172,57842437
cysltr2,Chelonia_mydas,ITM2B,-,1,57965424,57989890
cysltr2,Chelonia_mydas,MED4,+,1,58008608,58029517
cysltr2,Crocodylus_porosus,MED4,-,-,151797995,151809110
cysltr2,Crocodylus_porosus,ITM2B,+,-,151861132,151892353
cysltr2,Crocodylus_porosus,RB1,+,-,151913806,152028111
cysltr2,Crocodylus_porosus,LPAR6,-,-,151987060,151988823
cysltr2,Crocodylus_porosus,RCBTB2,-,-,152031072,152099731
cysltr2,Crocodylus_porosus,CYSLTR2,+,-,152210129,152218522
cysltr2,Crocodylus_porosus,FNDC3A,+,-,152446431,152668607
cysltr2,Crocodylus_porosus,MLNR,+,-,152670323,152674131
cysltr2,Crocodylus_porosus,CDADC1,+,-,152711875,152742713
cysltr2,Crocodylus_porosus,CAB39L,-,-,152759090,152871279
cysltr2,Crocodylus_porosus,SETDB2,+,-,152871515,152896451
cysltr2,Protopterus_annectens,PROSER1,+,5.part1,538685198,539467114
cysltr2,Protopterus_annectens,STOML,+,5.part1,539614818,539834580
cysltr2,Protopterus_annectens,MLNR,+,5.part1,540040564,540414463
cysltr2,Protopterus_annectens,FNDC3A,-,5.part1,540751554,544019436
cysltr2,Protopterus_annectens,PIBF1,-,5.part1,544042092,544043914
cysltr2,Protopterus_annectens,CYSLTR2,-,5.part1,545023526,545325659
cysltr2,Protopterus_annectens,RCBTB2,+,5.part1,553469629,554601886
cysltr2,Protopterus_annectens,RB1,-,5.part1,554831532,558272092
cysltr2,Protopterus_annectens,LPAR6,+,5.part1,555909851,555912011
cysltr2,Protopterus_annectens,ITM2B,-,5.part1,558469735,558946529
cysltr2,Protopterus_annectens,NUDT15,-,5.part1,560060105,560166009
cysltr2,Latimeria_chalumnae,MED4,-,4,175275092,175299907
cysltr2,Latimeria_chalumnae,ITM2BB,+,4,175340955,175375286
cysltr2,Latimeria_chalumnae,RB1,+,4,175395708,175712345
cysltr2,Latimeria_chalumnae,LPAR6A,-,4,175570637,175576216
cysltr2,Latimeria_chalumnae,RCBTB2,-,4,175728552,175765519
cysltr2,Latimeria_chalumnae,CYSLTR2,+,4,175827956,175828882
cysltr2,Latimeria_chalumnae,FNDC3A,+,4,175939834,176266622
cysltr2,Latimeria_chalumnae,MLNR,+,4,176285041,176288767
cysltr2,Latimeria_chalumnae,CDADC1,+,4,176316711,176391124
cysltr2,Latimeria_chalumnae,CAB39L,-,4,176396463,176448304
cysltr2,Latimeria_chalumnae,SETDB2,+,4,176464266,176510075
cysltr2,Alosa_alosa,GUCA1D,-,15,12047855,12051143
cysltr2,Alosa_alosa,USE1,-,15,12072743,12080614
cysltr2,Alosa_alosa,CAPZIP,-,15,12086742,12106588
cysltr2,Alosa_alosa,MLNR,-,15,12111781,12115292
cysltr2,Alosa_alosa,FNDC3A,-,15,12117217,12176104
cysltr2,Alosa_alosa,CYSLTR2,-,15,12204997,12210876
cysltr2,Alosa_alosa,RCBTB2,+,15,12238114,12267249
cysltr2,Alosa_alosa,LPAR6,+,15,12276044,12282771
cysltr2,Alosa_alosa,NEK3,-,15,12315562,12326970
cysltr2,Alosa_alosa,LHFPL6,-,15,12334952,12386625
cysltr2,Alosa_alosa,LHFPL6,-,15,12389521,12391482
cysltr2,Scyliorhinus_canicula,MOSPD2,+,7,95015752,95119986
cysltr2,Scyliorhinus_canicula,MAP3K15,+,7,95486579,95657157
cysltr2,Scyliorhinus_canicula,PDHA1,-,7,95659624,95688969
cysltr2,Scyliorhinus_canicula,ADGRG2,+,7,95796644,96077359
cysltr2,Scyliorhinus_canicula,GRPR,+,7,96270373,96341667
cysltr2,Scyliorhinus_canicula,CYSLTR2,+,7,96893470,96909972
cysltr2,Scyliorhinus_canicula,SYAP1,+,7,97596429,97641532
cysltr2,Scyliorhinus_canicula,TXLNG,+,7,97736156,97838732
cysltr2,Scyliorhinus_canicula,RBBP7,-,7,97890899,97946719
cysltr2,Scyliorhinus_canicula,REPS2,+,7,98015902,98275320
cysltr2,Scyliorhinus_canicula,NHSA,+,7,98346861,98890236
cysltr-like,Acipenser_ruthenus,GPR87,-,17,28035940,28054822
cysltr-like,Acipenser_ruthenus,P2RY13,-,17,28044713,28047401
cysltr-like,Acipenser_ruthenus,P2RY12,-,17,28055973,28057244
cysltr-like,Acipenser_ruthenus,IGSF10,-,17,28096321,28112202
cysltr-like,Acipenser_ruthenus,AADAC,+,17,28136899,28146362
cysltr-like,Acipenser_ruthenus,CYSLTR-LIKE,-,17,28146451,28149674
cysltr-like,Acipenser_ruthenus,SUCNR1,-,17,28160790,28163852
cysltr-like,Acipenser_ruthenus,MBNL1,+,17,28191059,28252265
cysltr-like,Acipenser_ruthenus,P2RY1,+,17,28281405,28284613
cysltr-like,Acipenser_ruthenus,RAP2B,+,17,28311003,28313085
cysltr-like,Acipenser_ruthenus,ARHGEF26,+,17,28387802,28423703
cysltr-like,Chanos_chanos1,P2RY13,-,6,13228784,13230198
cysltr-like,Chanos_chanos1,P2RY14,-,6,13234424,13235410
cysltr-like,Chanos_chanos1,P2RY12,-,6,13238691,13241435
cysltr-like,Chanos_chanos1,IGSF10,-,6,13256302,13267889
cysltr-like,Chanos_chanos1,AADAC,+,6,13295252,13301291
cysltr-like,Chanos_chanos1,CYSLTR-LIKE,-,6,13306161,13307234
cysltr-like,Chanos_chanos1,SUCNR1,-,6,13314301,13318911
cysltr-like,Chanos_chanos1,MBNL1,+,6,13375191,13436965
cysltr-like,Chanos_chanos1,PCSK7,+,6,13441411,13457135
cysltr-like,Chanos_chanos1,TAGLN,-,6,13457356,13463756
cysltr-like,Chanos_chanos1,CBLN18,-,6,13469453,13470615
cysltr-like,Chanos_chanos2,UBA7,+,6,47704331,47768803
cysltr-like,Chanos_chanos2,INKA1B,-,6,47771931,47774835
cysltr-like,Chanos_chanos2,GNAI2B,-,6,47780608,47842541
cysltr-like,Chanos_chanos2,SLC38A3B,-,6,47847668,47877505
cysltr-like,Chanos_chanos2,RBM5,-,6,47899633,47912286
cysltr-like,Chanos_chanos2,CYSLTR-LIKE,+,6,47917343,47919401
cysltr-like,Chanos_chanos2,GNB1B,-,6,47924738,47942682
cysltr-like,Chanos_chanos2,CALML6,+,6,47942083,47947802
cysltr-like,Chanos_chanos2,C6H3ORF18,+,6,47952765,47955177
cysltr-like,Chanos_chanos2,MST1,-,6,47971452,47987862
cysltr-like,Chanos_chanos2,ABHD14B,+,6,47988340,47992395
cysltr-like,Scleropages_formosus,MOGAT3A,+,13,29382622,29386039
cysltr-like,Scleropages_formosus,PLOD3,-,13,29392325,29401596
cysltr-like,Scleropages_formosus,ASGR1A,+,13,29405898,29412332
cysltr-like,Scleropages_formosus,KCTD21,+,13,29412473,29413427
cysltr-like,Scleropages_formosus,RADX,-,13,29413439,29420173
cysltr-like,Scleropages_formosus,CYSLTR-LIKE,-,13,29421957,29428405
cysltr-like,Scleropages_formosus,SERP1,-,13,29433416,29436192
cysltr-like,Scleropages_formosus,NPPC,-,13,29448231,29448800
cysltr-like,Scleropages_formosus,ENO3,-,13,29454479,29459347
cysltr-like,Scleropages_formosus,PFN1,-,13,29460758,29465299
cysltr-like,Scleropages_formosus,KCNAB3,-,13,29472980,29481587
cysltr-like,Clupea_harengus1,CARD8,+,9,20539771,20551002
cysltr-like,Clupea_harengus1,AXL,+,9,20561723,20602594
cysltr-like,Clupea_harengus1,MBNL1,-,9,20615252,20716352
cysltr-like,Clupea_harengus1,SUCNR1,+,9,20777800,20789501
cysltr-like,Clupea_harengus1,SUCNR1,+,9,20830761,20831687
cysltr-like,Clupea_harengus1,CYSLTR-LIKE,+,9,20833119,20839207
cysltr-like,Clupea_harengus1,AADAC,-,9,20841654,20857781
cysltr-like,Clupea_harengus1,IGSF10,+,9,20913137,20927262
cysltr-like,Clupea_harengus1,P2RY12,+,9,20948821,20957252
cysltr-like,Clupea_harengus1,P2RY14,-,9,20954873,20955850
cysltr-like,Clupea_harengus1,P2RY13,-,9,20968555,20969550
cysltr-like,Clupea_harengus2,INKA1B,-,5,25554875,25558202
cysltr-like,Clupea_harengus2,GNAI2B,-,5,25561380,25607900
cysltr-like,Clupea_harengus2,SLC38A3B,-,5,25608674,25644858
cysltr-like,Clupea_harengus2,ROST,-,5,25665250,25667181
cysltr-like,Clupea_harengus2,RBM5,-,5,25668240,25682666
cysltr-like,Clupea_harengus2,CYSLTR-LIKE,+,5,25696212,25698548
cysltr-like,Clupea_harengus2,GNB1B,-,5,25702734,25723375
cysltr-like,Clupea_harengus2,CALML6,+,5,25729581,25732253
cysltr-like,Clupea_harengus2,TMEM154,+,5,25733374,25741148
cysltr-like,Clupea_harengus2,UBACT,-,5,25742607,25752235
cysltr-like,Clupea_harengus2,MST1,-,5,25752383,25763696
cysltr-like,Alosa_alosa1,P2RY13,-,15,29949961,29951014
cysltr-like,Alosa_alosa1,P2RY12,-,15,29954685,29960135
cysltr-like,Alosa_alosa1,IGSF10,-,15,29995055,30011168
cysltr-like,Alosa_alosa1,EXT,+,15,30041969,30071267
cysltr-like,Alosa_alosa1,AADAC,+,15,30073865,30088944
cysltr-like,Alosa_alosa1,CYSLTR-LIKE,-,15,30101026,30102174
cysltr-like,Alosa_alosa1,SUCNR1,-,15,30114120,30126469
cysltr-like,Alosa_alosa1,MBNL1,+,15,30279382,30374880
cysltr-like,Alosa_alosa1,AXL,-,15,30393255,30455856
cysltr-like,Alosa_alosa1,MYOSIN HEAD,+,15,30464462,30480900
cysltr-like,Alosa_alosa1,CYP2G1,-,15,30498992,30504534
cysltr-like,Alosa_alosa2,INKA1B,-,10,4487766,4491064
cysltr-like,Alosa_alosa2,GNAI2B,-,10,4494609,4535474
cysltr-like,Alosa_alosa2,SLC38A3B,-,10,4542523,4572495
cysltr-like,Alosa_alosa2,AIG1,-,10,4593524,4596208
cysltr-like,Alosa_alosa2,RBM5,-,10,4597048,4615216
cysltr-like,Alosa_alosa2,CYSLTR-LIKE,+,10,4652706,4656015
cysltr-like,Alosa_alosa2,GNB1B,-,10,4660496,4687737
cysltr-like,Alosa_alosa2,CALML6,+,10,4703847,4706454
cysltr-like,Alosa_alosa2,TMEM154,+,10,4707109,4716753
cysltr-like,Alosa_alosa2,UBACT,-,10,4718853,4725933
cysltr-like,Alosa_alosa2,MST1,-,10,4727470,4740292
cysltr-like,Rhincodon_typus,LRCH4,+,45,514171,543231
cysltr-like,Rhincodon_typus,MYOSIN HEAD,-,45,520944,574616
cysltr-like,Rhincodon_typus,RNF217,+,45,545482,548093
cysltr-like,Rhincodon_typus,SERP2,+,45,581662,588820
cysltr-like,Rhincodon_typus,SRRT,+,45,592904,629425
cysltr-like,Rhincodon_typus,CYSLTR-LIKE,-,45,640548,648331
cysltr-like,Rhincodon_typus,DNAH2,+,45,672664,852749
cysltr-like,Rhincodon_typus,ACADV1,+,45,925411,990545
cysltr-like,Rhincodon_typus,MYOSIN HEAD,-,45,1022942,1025523
cysltr-like,Rhincodon_typus,ATP1B2B,+,45,1042052,1064282
cysltr-like,Rhincodon_typus,MYOSIN HEAD,+,45,1101686,1109086
cysltr-petromyzon,Petromyzon_marinus1,TOM1L2,-,37,11708806,11772244
cysltr-petromyzon,Petromyzon_marinus1,C37H1ORF146,+,37,11774130,11791012
cysltr-petromyzon,Petromyzon_marinus1,MYOSIN HEAD,+,37,11814584,11839722
cysltr-petromyzon,Petromyzon_marinus1,SPAG9,-,37,11894723,11990935
cysltr-petromyzon,Petromyzon_marinus1,FANCG,-,37,11997205,12019432
cysltr-petromyzon,Petromyzon_marinus1,CYSLTR-LIKE,+,37,12040185,12041609
cysltr-petromyzon,Petromyzon_marinus1,MPST,-,37,12042686,12060775
cysltr-petromyzon,Petromyzon_marinus1,UBE2I,+,37,12061194,12075984
cysltr-petromyzon,Petromyzon_marinus1,LIG1,-,37,12078241,12109456
cysltr-petromyzon,Petromyzon_marinus1,BAIAP3,+,37,12115300,12163742
cysltr-petromyzon,Petromyzon_marinus1,BAIAP3,-,37,12165031,12215354
cysltr-petromyzon,Petromyzon_marinus2,CALR,-,44,9315895,9324207
cysltr-petromyzon,Petromyzon_marinus2,MAD2L2,-,44,9338658,9354584
cysltr-petromyzon,Petromyzon_marinus2,ABCA7,+,44,9415692,9500318
cysltr-petromyzon,Petromyzon_marinus2,GPX4,+,44,9501677,9520431
cysltr-petromyzon,Petromyzon_marinus2,ACP5,+,44,9525143,9541846
cysltr-petromyzon,Petromyzon_marinus2,CYSLTR-LIKE,+,44,9547611,9552833
cysltr-petromyzon,Petromyzon_marinus2,CYSLTR-LIKE,+,44,9552944,9563744
cysltr-petromyzon,Petromyzon_marinus2,EFCAB7,+,44,9567073,9604432
cysltr-petromyzon,Petromyzon_marinus2,ANKRD13C,-,44,9608335,9642324
cysltr-petromyzon,Petromyzon_marinus2,USP1,+,44,9648875,9668367
cysltr-petromyzon,Petromyzon_marinus2,CBARP,+,44,9964863,10018001
cysltr-petromyzon,Petromyzon_marinus2,STK11,-,44,10061603,10178958
cysltr-petromyzon,Petromyzon_marinus3,SMC4,-,55,6017974,6055433
cysltr-petromyzon,Petromyzon_marinus3,P2RY1,-,55,6084382,6100800
cysltr-petromyzon,Petromyzon_marinus3,SPUMA_A9PTASE,-,55,6117290,6127966
cysltr-petromyzon,Petromyzon_marinus3,CYSLTR-LIKE,+,55,6168176,6183516
cysltr-petromyzon,Petromyzon_marinus3,CYSLTR-LIKE,+,55,6190633,6200510
cysltr-petromyzon,Petromyzon_marinus3,CYSLTR-LIKE,+,55,6204295,6209454
cysltr-petromyzon,Petromyzon_marinus3,CYSLTR-LIKE,+,55,6214943,6218565
cysltr-petromyzon,Petromyzon_marinus3,CYSLTR-LIKE,+,55,6221737,6230904
cysltr-petromyzon,Petromyzon_marinus3,CYSLTR-LIKE,+,55,6232646,6254371
cysltr-petromyzon,Petromyzon_marinus3,CYSLTR-LIKE,+,55,6265349,6289653
cysltr-petromyzon,Petromyzon_marinus3,MYOSIN HEAD,+,55,6310072,6333922
cysltr-petromyzon,Petromyzon_marinus3,TRIM59,+,55,6346883,6356004
cysltr-petromyzon,Petromyzon_marinus3,YEATS2,-,55,6356830,6423326
ffar1/2/3,Homo_sapiens,LSR,+,19,35249001,35267963
ffar1/2/3,Homo_sapiens,USF2,+,19,35268961,35279820
ffar1/2/3,Homo_sapiens,HAMP,+,19,35282527,35285142
ffar1/2/3,Homo_sapiens,MAG,+,19,35292160,35313806
ffar1/2/3,Homo_sapiens,CD22,+,19,35329186,35347360
ffar1/2/3,Homo_sapiens,FFAR1,+,19,35347901,35353863
ffar1/2/3,Homo_sapiens,FFAR3,+,19,35358150,35360488
ffar1/2/3,Homo_sapiens,GPR42,+,19,35371067,35372961
ffar1/2/3,Homo_sapiens,FFAR2,+,19,35448256,35451766
ffar1/2/3,Homo_sapiens,KRTDAP,-,19,35487323,35490463
ffar1/2/3,Homo_sapiens,DMKN,-,19,35497219,35513648
ffar1/2/3,Chelonia_mydas,TMEM147,+,24,15719558,15725731
ffar1/2/3,Chelonia_mydas,ATP4A,-,24,15728152,15744437
ffar1/2/3,Chelonia_mydas,PRRT1B,-,24,15751494,15757939
ffar1/2/3,Chelonia_mydas,FFAR1,+,24,15800038,15801042
ffar1/2/3,Chelonia_mydas,FFAR3,+,24,15807993,15810641
ffar1/2/3,Chelonia_mydas,FFAR2,+,24,15817833,15819016
ffar1/2/3,Chelonia_mydas,FFAR2,-,24,15831093,15832129
ffar1/2/3,Chelonia_mydas,FFAR2,+,24,15854172,15860710
ffar1/2/3,Chelonia_mydas,FFAR2,+,24,15869766,15879929
ffar1/2/3,Chelonia_mydas,PPE12,+,24,15968983,15992719
ffar1/2/3,Chelonia_mydas,YAFO TOXIN,+,24,16103539,16153409
ffar1/2/3,Chelonia_mydas,CMKLR1,-,24,16134599,16139386
ffar1/2/3,Xenopus_tropicalis,HAMP,-,7,122531461,122534196
ffar1/2/3,Xenopus_tropicalis,USF2,-,7,122542966,122561734
ffar1/2/3,Xenopus_tropicalis,SIRPB1,+,7,122565287,122580955
ffar1/2/3,Xenopus_tropicalis,MYOSIN HEAD,-,7,122661143,122662934
ffar1/2/3,Xenopus_tropicalis,FFAR2/3-LIKE,-,7,122670914,122672762
ffar1/2/3,Xenopus_tropicalis,FFAR2,-,7,122753024,122770689
ffar1/2/3,Xenopus_tropicalis,FFAR2/3-LIKE,-,7,122780740,122781714
ffar1/2/3,Xenopus_tropicalis,FFAR2/3-LIKE,-,7,122793093,122796262
ffar1/2/3,Xenopus_tropicalis,FFAR1,-,7,122821567,122822541
ffar1/2/3,Xenopus_tropicalis,CD22,-,7,122832957,122860798
ffar1/2/3,Xenopus_tropicalis,G6B,+,7,122918271,122952833
ffar1/2/3,Latimeria_chalumnae,IGLON5,+,25,19671557,19736278
ffar1/2/3,Latimeria_chalumnae,VSIG10L,-,25,19767876,19775097
ffar1/2/3,Latimeria_chalumnae,ETFB,-,25,19794401,19808267
ffar1/2/3,Latimeria_chalumnae,HAMP,-,25,19812168,19820624
ffar1/2/3,Latimeria_chalumnae,USF2,-,25,19837541,19866552
ffar1/2/3,Latimeria_chalumnae,FFAR2/3-LIKE,-,25,19884808,19898293
ffar1/2/3,Latimeria_chalumnae,FFAR2/3-LIKE,-,25,19938731,19939687
ffar1/2/3,Latimeria_chalumnae,GPR33,+,25,20028586,20029662
ffar1/2/3,Latimeria_chalumnae,FFAR1,-,25,20039993,20040808
ffar1/2/3,Latimeria_chalumnae,CD22,+,25,20353929,20371926
ffar1/2/3,Latimeria_chalumnae,FFAR (TRUNCATED),+,25,20473813,20478060
ffar1/2/3,Danio_rerio,USF2,+,19,11655510,11674439
ffar1/2/3,Danio_rerio,MYOSIN HEAD,+,19,11689729,11695706
ffar1/2/3,Danio_rerio,CDPS,+,19,11700423,11704446
ffar1/2/3,Danio_rerio,7TM_1,-,19,11708672,11716857
ffar1/2/3,Danio_rerio,7TM_1,-,19,11721662,11724777
ffar1/2/3,Danio_rerio,FFAR1,-,19,11727477,11728512
ffar1/2/3,Danio_rerio,TEKT2,-,19,11730801,11745953
ffar1/2/3,Danio_rerio,OLAH,-,19,11746630,11753969
ffar1/2/3,Danio_rerio,AGO3B,+,19,11758841,11787668
ffar1/2/3,Danio_rerio,SLC9A3.1,-,19,11789441,11827812
ffar1/2/3,Danio_rerio,SLC9A3.2,-,19,11835421,11917593
ffar1/2/3,Scyliorhinus_canicula,HAMP,+,12,58839306,58846021
ffar1/2/3,Scyliorhinus_canicula,FPR3,+,12,58906212,58927381
ffar1/2/3,Scyliorhinus_canicula,SIGLEC14,+,12,59017065,59136652
ffar1/2/3,Scyliorhinus_canicula,SIGLEC10,-,12,59169150,59207543
ffar1/2/3,Scyliorhinus_canicula,HAMP2,-,12,59256381,59262813
ffar1/2/3,Scyliorhinus_canicula,FFAR1,+,12,59317615,59318634
ffar1/2/3,Scyliorhinus_canicula,FFAR2/3-LIKE,+,12,59428649,59476297
ffar1/2/3,Scyliorhinus_canicula,IGLON5,+,12,59586398,59700327
ffar1/2/3,Scyliorhinus_canicula,VSIG10L,-,12,59715376,59764511
ffar1/2/3,Scyliorhinus_canicula,VSIG10L,-,12,59831029,59872082
ffar1/2/3,Scyliorhinus_canicula,HEPACAM,-,12,59882631,59911100
ffar1/2/3,Petromyzon_marinus1,SNAP25,+,6,13110452,13142832
ffar1/2/3,Petromyzon_marinus1,ZFYVE26,+,6,13144155,13182926
ffar1/2/3,Petromyzon_marinus1,ARG1,-,6,13183198,13197533
ffar1/2/3,Petromyzon_marinus1,CRIM1,+,6,13247823,13319253
ffar1/2/3,Petromyzon_marinus1,SRD5A2,+,6,13358024,13371587
ffar1/2/3,Petromyzon_marinus1,FFAR-LIKE,+,6,13377135,13380219
ffar1/2/3,Petromyzon_marinus1,PAR-1,+,6,13393655,13398869
ffar1/2/3,Petromyzon_marinus1,MOCS3,-,6,13476441,13492338
ffar1/2/3,Petromyzon_marinus1,VIT,-,6,13499320,13556691
ffar1/2/3,Petromyzon_marinus1,RRH,-,6,13567490,13584089
ffar1/2/3,Petromyzon_marinus1,SOCS5,-,6,13640797,13651255
ffar1/2/3,Petromyzon_marinus2,XPNPEP1,-,11,13450037,13499274
ffar1/2/3,Petromyzon_marinus2,ATRNL1,+,11,13513510,13555354
ffar1/2/3,Petromyzon_marinus2,SUPV3L1,-,11,13562285,13593246
ffar1/2/3,Petromyzon_marinus2,KIFBP,+,11,13592603,13613727
ffar1/2/3,Petromyzon_marinus2,SH3BP2,+,11,13634767,13682527
ffar1/2/3,Petromyzon_marinus2,FFAR-LIKE,+,11,13691821,13692675
ffar1/2/3,Petromyzon_marinus2,P2RY8,-,11,13693957,13699330
ffar1/2/3,Petromyzon_marinus2,CRTAC1,-,11,13858255,14554209
ffar1/2/3,Petromyzon_marinus2,KY,-,11,14575440,14578014
ffar1/2/3,Petromyzon_marinus2,FFAR-LIKE,+,11,14624691,14631288
ffar1/2/3,Petromyzon_marinus2,RVT_1,-,11,14631234,14644236
ffar1/2/3,Petromyzon_marinus2,INVALID SEQUENCE,+,11,14648956,14651965
ffar1/2/3,Petromyzon_marinus2,LPAR (TRUNCATED),+,11,14666977,14669125
ffar1/2/3,Petromyzon_marinus2,RCCD1,-,11,14707411,14724872
ffar1/2/3,Petromyzon_marinus2,NICOL1,+,11,14731990,14744786
ffar1/2/3,Petromyzon_marinus3,WDR26,-,31,3807824,3826797
ffar1/2/3,Petromyzon_marinus3,PANX,-,31,3833331,3839537
ffar1/2/3,Petromyzon_marinus3,RGS22,-,31,3841132,3854088
ffar1/2/3,Petromyzon_marinus3,DRC5,+,31,3877470,3885774
ffar1/2/3,Petromyzon_marinus3,FAM177A1,-,31,3885142,3911421
ffar1/2/3,Petromyzon_marinus3,FFAR-LIKE,-,31,3896254,3919343
ffar1/2/3,Petromyzon_marinus3,TEX30,-,31,3925452,3951654
ffar1/2/3,Petromyzon_marinus3,SIX1,+,31,4069094,4094219
ffar1/2/3,Petromyzon_marinus3,SIX6,-,31,4152666,4175366
ffar1/2/3,Petromyzon_marinus3,MYOSIN HEAD,+,31,4180608,4197280
ffar1/2/3,Petromyzon_marinus3,CAMKMT,-,31,4197406,4217254
ffar4,Homo_sapiens,EXOC6,+,10,92826830,93059489
ffar4,Homo_sapiens,CYP26C1,+,10,93060797,93069539
ffar4,Homo_sapiens,CYP26A1,+,10,93073474,93077884
ffar4,Homo_sapiens,MYOF,-,10,93306428,93482333
ffar4,Homo_sapiens,CEP55,+,10,93496611,93529091
ffar4,Homo_sapiens,FFAR4,+,10,93566664,93590071
ffar4,Homo_sapiens,RBP4,-,10,93591693,93601743
ffar4,Homo_sapiens,PDE6C,+,10,93612536,93666009
